id    experience married wage         industry                        
02381 7          yes     1.492502781  Trade                           
02382 8          yes     1.692904777  Trade                           
02383 9          no      2.027793284  Trade                           
02384 10         no      2.344943355  Trade                           
02385 3          yes     0.874741002  Transportation                  
02386 4          yes     1.699294242  Transportation                  
02387 5          yes     2.042723959  Transportation                  
02388 6          yes     1.970532547  Transportation                  
02389 7          yes     2.288682188  Transportation                  
02390 8          yes     1.989663519  Transportation                  
02391 9          yes     1.954734282  Transportation                  
02392 10         yes     1.859541645  Transportation                  
02393 2          yes     2.154514081  Construction                    
02394 3          yes     1.900458886  Construction                    
02395 4          yes     2.017406151  Construction                    
02396 5          yes     1.18442838   Manufacturing                   
02397 6          yes     1.390642467  Construction                    
02398 7          yes     2.296205486  Construction                    
02399 8          yes     2.321258358  Construction                    
02400 9          yes     2.350827491  Construction                    
02401 4          yes     2.055939882  Transportation                  
02402 5          yes     2.129052042  Transportation                  
02403 6          yes     2.278132413  Transportation                  
02404 7          yes     2.053914156  Transportation                  
02405 8          yes     1.866687778  Business_and_Repair_Service     
02406 9          yes     2.334869079  Transportation                  
02407 10         yes     2.531662884  Transportation                  
02408 11         no      2.466854216  Transportation                  
02409 3          no      1.823692516  Business_and_Repair_Service     
02410 4          yes     1.817077277  Manufacturing                   
02411 5          yes     1.580850456  Manufacturing                   
02412 6          yes     1.7376302    Manufacturing                   
02413 7          no      2.073940909  Manufacturing                   
02414 8          no      1.7847918    Manufacturing                   
02415 9          no      1.799961435  Manufacturing                   
02416 10         no      2.176106195  Business_and_Repair_Service     
02417 3          no      1.374714557  Agricultural                    
02418 4          no      1.609437912  Transportation                  
02419 5          yes     1.547402522  Transportation                  
02420 6          yes     1.591878696  Transportation                  
02421 7          yes     1.80032942   Transportation                  
02422 8          yes     1.820028998  Transportation                  
02423 9          yes     1.799961435  Transportation                  
02424 10         no      2.362335097  Transportation                  
02425 3          no      1.541164481  Trade                           
02426 4          no      1.805604876  Business_and_Repair_Service     
02427 5          no      1.975682307  Trade                           
02428 6          no      1.791939077  Trade                           
02429 7          no      1.855316659  Trade                           
02430 8          no      1.275378107  Trade                           
02431 9          no      1.557581027  Business_and_Repair_Service     
02432 10         no      1.134645767  Trade                           
02433 5          no      2.691193084  Manufacturing                   
02434 6          no      0.446287103  Manufacturing                   
02435 7          no      1.547402522  Manufacturing                   
02436 8          no      1.727120953  Manufacturing                   
02437 9          no      1.073019733  Manufacturing                   
02438 10         no      1.770781063  Manufacturing                   
02439 11         yes     2.030622074  Manufacturing                   
02440 12         yes     1.90759894   Manufacturing                   
02441 2          no      1.137844638  Agricultural                    
02442 3          no      1.089581737  Agricultural                    
02443 4          no      2.030118186  Agricultural                    
02444 5          no      1.044561964  Agricultural                    
02445 6          no      1.1297699    Agricultural                    
02446 7          no      1.195634333  Agricultural                    
02447 8          no      1.574935042  Manufacturing                   
02448 9          yes     1.90719838   Manufacturing                   
02449 2          no      0.411299402  Business_and_Repair_Service     
02450 3          no      1.683545885  Trade                           
02451 4          no      1.279444954  Trade                           
02452 5          yes     1.598119851  Trade                           
02453 6          yes     1.232993366  Manufacturing                   
02454 7          yes     1.472288074  Business_and_Repair_Service     
02455 8          yes     1.219801118  Agricultural                    
02456 9          yes     1.669187917  Agricultural                    
02457 3          no      1.630321123  Trade                           
02458 4          yes     1.593933726  Trade                           
02459 5          yes     1.656601814  Trade                           
02460 6          yes     1.786034711  Trade                           
02461 7          yes     1.603409064  Trade                           
02462 8          yes     1.678498013  Trade                           
02463 9          yes     1.851254729  Trade                           
02464 10         yes     1.529425975  Trade                           
02465 2          no      1.665730234  Manufacturing                   
02466 3          yes     2.900422094  Trade                           
02467 4          yes     1.764315523  Trade                           
02468 5          yes     1.339217834  Trade                           
02469 6          yes     1.533065934  Trade                           
02470 7          yes     1.79721432   Trade                           
02471 8          yes     1.689168586  Trade                           
02472 9          yes     3.312527381  Trade                           
02473 3          no      1.447999567  Trade                           
02474 4          yes     1.817077277  Trade                           
02475 5          yes     1.755041886  Trade                           
02476 6          yes     1.453232203  Trade                           
02477 7          yes     1.492420602  Trade                           
02478 8          yes     1.053294814  Trade                           
02479 9          yes     1.502709911  Trade                           
02480 10         yes     1.483784694  Trade                           
02481 2          no      1.516207817  Professional_and_Related_Service
02482 3          no      0.820980552  Professional_and_Related_Service
02483 4          no      1.25605072   Business_and_Repair_Service     
02484 5          no      1.109857634  Business_and_Repair_Service     
02485 6          no      1.394864312  Professional_and_Related_Service
02486 7          no      1.420649218  Professional_and_Related_Service
02487 8          no      1.977486819  Professional_and_Related_Service
02488 9          yes     1.963838659  Business_and_Repair_Service     
02489 4          no      0.244026762  Trade                           
02490 5          no      1.000914646  Trade                           
02491 6          no      0.982034371  Manufacturing                   
02492 7          no      1.060433785  Trade                           
02493 8          no      1.024893535  Trade                           
02494 9          no      1.09907093   Trade                           
02495 10         no      1.28142793   Trade                           
02496 11         no      1.121921014  Trade                           
02497 1          no      1.117426635  Trade                           
02498 2          no      0.753251105  Trade                           
02499 3          yes     1.300583135  Trade                           
02500 4          yes     1.453691867  Trade                           
02501 5          yes     1.504759983  Manufacturing                   
02502 6          yes     1.485659811  Manufacturing                   
02503 7          yes     1.601323862  Trade                           
02504 8          yes     1.506668987  Manufacturing                   
02505 2          no      1.528042274  Manufacturing                   
02506 3          no      1.63225259   Manufacturing                   
02507 4          no      1.635695129  Manufacturing                   
02508 5          no      1.725410089  Manufacturing                   
02509 6          no      1.509296006  Manufacturing                   
02510 7          no      1.490893262  Manufacturing                   
02511 8          no      1.563572657  Manufacturing                   
02512 9          no      1.524606688  Manufacturing                   
02513 2          yes     1.599236394  Trade                           
02514 3          yes     1.323710875  Trade                           
02515 4          yes     1.517034985  Trade                           
02516 5          yes     1.463785743  Trade                           
02517 6          yes     1.557502324  Manufacturing                   
02518 7          yes     1.583134275  Manufacturing                   
02519 8          yes     1.572749248  Trade                           
02520 9          yes     1.607494348  Personal_Service                
02521 2          no      0.65189861   Professional_and_Related_Service
02522 3          no      0.913516805  Professional_and_Related_Service
02523 4          no      0.653584646  Professional_and_Related_Service
02524 5          no      1.19553627   Public_Administration           
02525 6          no      1.626085929  Public_Administration           
02526 7          no      1.819571227  Public_Administration           
02527 8          yes     1.936412537  Professional_and_Related_Service
02528 9          yes     2.008277956  Professional_and_Related_Service
02529 2          no      1.1194955    Trade                           
02530 3          no      1.260980786  Manufacturing                   
02531 4          no      1.193230708  Trade                           
02532 5          yes     1.203872809  Trade                           
02533 6          yes     1.399324338  Manufacturing                   
02534 7          yes     1.29079399   Trade                           
02535 8          yes     1.280709871  Trade                           
02536 9          yes     1.301463137  Manufacturing                   
02537 2          yes     1.562142976  Agricultural                    
02538 3          yes     1.468570708  Agricultural                    
02539 4          yes     1.297460777  Agricultural                    
02540 5          yes     1.296784671  Manufacturing                   
02541 6          yes     1.45080151   Agricultural                    
02547 4          yes     1.520969264  Trade                           
02548 5          yes     1.407396574  Trade                           
02549 6          yes     1.324928044  Trade                           
02550 7          yes     1.387895643  Trade                           
02551 8          yes     1.623736544  Trade                           
02552 9          yes     1.390474514  Trade                           
02553 5          no      1.093605212  Trade                           
02554 6          no      1.41275242   Manufacturing                   
02555 7          no      1.235463471  Agricultural                    
02556 8          no      1.299400451  Manufacturing                   
02557 9          yes     1.033850966  Business_and_Repair_Service     
02558 10         yes     1.323134341  Business_and_Repair_Service     
02559 11         yes     1.550149636  Business_and_Repair_Service     
02560 12         yes     1.563827401  Business_and_Repair_Service     
02561 4          yes     1.264076728  Manufacturing                   
02562 5          yes     1.339337378  Manufacturing                   
02563 6          yes     1.725269728  Manufacturing                   
02564 7          yes     1.597813432  Manufacturing                   
02565 8          yes     1.698050571  Manufacturing                   
02566 9          yes     1.765961776  Manufacturing                   
02567 10         yes     2.004764589  Manufacturing                   
02568 11         yes     2.036268782  Manufacturing                   
02569 5          no      1.64832844   Trade                           
02570 6          no      1.53532994   Trade                           
02571 7          no      1.530608844  Trade                           
02572 8          no      1.830058607  Trade                           
02573 9          yes     2.057706143  Trade                           
02574 10         yes     2.235965406  Trade                           
02575 11         yes     2.39357902   Trade                           
02576 12         yes     2.176931874  Trade                           
02577 2          no      1.288369421  Professional_and_Related_Service
02578 3          no      1.512708286  Construction                    
02579 4          no      1.265990062  Construction                    
02580 5          no      1.350716639  Construction                    
02581 6          yes     1.47490702   Manufacturing                   
02582 7          yes     1.48277214   Construction                    
02583 8          yes     1.563572657  Construction                    
02584 9          yes     1.628365922  Construction                    
02585 8          no      1.412318972  Transportation                  
02586 9          yes     1.984131362  Manufacturing                   
02587 10         yes     1.669519713  Manufacturing                   
02588 11         yes     1.138881127  Agricultural                    
02589 12         yes     1.474291445  Agricultural                    
02590 13         yes     1.477152871  Transportation                  
02591 14         yes     2.688983138  Transportation                  
02592 15         yes     1.368433763  Transportation                  
02593 2          no      1.998045904  Personal_Service                
02594 3          yes     1.609437912  Public_Administration           
02595 4          yes     1.691572312  Public_Administration           
02596 5          yes     1.87549664   Public_Administration           
02597 6          yes     1.778123385  Professional_and_Related_Service
02598 7          yes     1.872391239  Public_Administration           
02599 8          yes     1.782618046  Public_Administration           
02600 9          yes     1.822239091  Professional_and_Related_Service
02601 2          no      1.17851084   Trade                           
02602 3          no      1.427116356  Manufacturing                   
02603 4          no      1.426977476  Manufacturing                   
02604 5          no      1.656075395  Manufacturing                   
02605 6          no      1.879479669  Manufacturing                   
02606 7          yes     1.632911269  Manufacturing                   
02607 8          yes     1.784045979  Manufacturing                   
02608 9          yes     1.581482336  Manufacturing                   
02609 2          yes     1.845682841  Trade                           
02610 3          yes     1.785476726  Manufacturing                   
02611 4          yes     2.00631405   Finance                         
02612 5          yes     1.94939011   Finance                         
02613 6          yes     2.017013943  Finance                         
02614 7          no      1.957905507  Finance                         
02615 8          no      1.983335795  Finance                         
02616 9          no      2.030977961  Finance                         
02617 3          no      1.429768106  Trade                           
02618 4          no      1.294197896  Trade                           
02619 5          no      1.58514285   Trade                           
02620 6          no      1.341880057  Trade                           
02621 7          no      1.256319285  Trade                           
02622 8          no      1.180581852  Trade                           
02623 9          no      1.165345216  Trade                           
02624 10         no      1.276145329  Business_and_Repair_Service     
02625 1          no      1.676230825  Agricultural                    
02626 2          no      1.500957269  Agricultural                    
02627 3          yes     1.690503365  Finance                         
02628 4          yes     1.669320622  Finance                         
02629 5          yes     1.682546384  Finance                         
02630 6          yes     1.910543005  Finance                         
02631 7          yes     1.884244892  Finance                         
02632 8          yes     2.189983713  Finance                         
02633 4          no      1.712971394  Construction                    
02634 5          yes     1.810108608  Trade                           
02635 6          yes     1.467359814  Transportation                  
02636 7          yes     1.740914275  Transportation                  
02637 8          yes     1.713318043  Transportation                  
02638 9          yes     2.133686557  Transportation                  
02639 10         yes     2.07439828   Transportation                  
02640 11         yes     2.112393353  Transportation                  
02641 2          no      1.829710589  Trade                           
02642 3          yes     1.934860313  Business_and_Repair_Service     
02643 4          yes     1.863255471  Transportation                  
02644 5          yes     1.560058636  Transportation                  
02645 6          yes     1.928679454  Transportation                  
02646 7          yes     1.981323187  Transportation                  
02647 8          yes     2.058657435  Entertainment                   
02648 9          yes     2.148760997  Transportation                  
02649 3          yes     1.204925639  Trade                           
02650 4          yes     1.018569581  Trade                           
02651 5          yes     1.314597059  Trade                           
02652 6          yes     1.470517839  Trade                           
02653 7          yes     1.445478209  Trade                           
02654 8          yes     1.708803363  Trade                           
02655 9          yes     2.38188298   Trade                           
02656 10         yes     1.589145209  Trade                           
02657 5          yes     1.048965349  Manufacturing                   
02658 6          yes     1.27818762   Finance                         
02659 7          yes     1.663936338  Finance                         
02660 8          yes     1.637117482  Finance                         
02661 9          yes     1.84482719   Finance                         
02662 10         yes     1.920112456  Finance                         
02663 11         yes     2.321258358  Finance                         
02664 12         yes     2.074653025  Finance                         
02665 4          yes     1.302817557  Professional_and_Related_Service
02666 5          yes     1.386294361  Professional_and_Related_Service
02667 6          yes     1.134215367  Public_Administration           
02668 7          yes     1.843193124  Transportation                  
02669 8          yes     1.9544801    Public_Administration           
02670 9          yes     1.920112456  Transportation                  
02671 10         yes     1.923575391  Public_Administration           
02672 11         yes     1.90759894   Transportation                  
02673 4          yes     -0.887685475 Mining                          
02674 5          yes     1.232143681  Mining                          
02675 6          yes     1.349576778  Construction                    
02676 7          yes     1.624675641  Mining                          
02677 8          yes     1.629715811  Manufacturing                   
02678 9          yes     2.345382722  Manufacturing                   
02679 10         yes     0.991941432  Transportation                  
02680 11         yes     1.568544391  Manufacturing                   
02681 3          no      1.268728415  Construction                    
02682 4          no      1.588235705  Manufacturing                   
02683 5          no      1.363681384  Construction                    
02684 6          yes     1.457233511  Trade                           
02685 7          yes     1.37959684   Manufacturing                   
02686 8          yes     1.080995518  Construction                    
02687 9          yes     1.379649818  Construction                    
02688 10         yes     1.455613817  Personal_Service                
02689 3          no      1.129545835  Trade                           
02690 4          no      0.964081396  Trade                           
02691 5          no      1.258171185  Manufacturing                   
02692 6          no      1.150045944  Trade                           
02693 7          no      1.47490702   Manufacturing                   
02694 8          no      1.514647348  Trade                           
02695 9          no      1.280709871  Trade                           
02696 10         no      1.21342207   Trade                           
02697 1          no      -1.113821959 Construction                    
02698 2          no      1.501592785  Construction                    
02699 3          no      1.175838965  Construction                    
02700 4          no      1.491691011  Construction                    
02701 5          no      1.864867941  Public_Administration           
02702 6          no      1.764589093  Public_Administration           
02703 7          no      1.813514401  Public_Administration           
02704 8          no      1.952050703  Construction                    
02705 2          no      0.43465193   Business_and_Repair_Service     
02706 3          no      1.770324189  Manufacturing                   
02707 4          no      1.813105687  Mining                          
02708 5          no      1.843193124  Public_Administration           
02709 6          no      1.854396641  Public_Administration           
02710 7          no      1.820028998  Public_Administration           
02711 8          no      1.638656091  Public_Administration           
02712 9          no      1.881586929  Public_Administration           
02713 2          yes     1.222404032  Professional_and_Related_Service
02714 3          yes     2.322003179  Manufacturing                   
02715 4          yes     1.870033605  Manufacturing                   
02716 5          yes     1.124415685  Trade                           
02717 6          yes     1.363985074  Trade                           
02718 7          yes     1.811603057  Trade                           
02719 8          yes     1.843591856  Trade                           
02720 9          yes     1.781983411  Trade                           
02721 2          no      1.856792465  Manufacturing                   
02722 3          no      1.824611325  Manufacturing                   
02723 4          no      1.887069649  Manufacturing                   
02724 5          no      1.928350933  Manufacturing                   
02725 6          no      2.088011492  Manufacturing                   
02726 7          no      2.053643849  Manufacturing                   
02727 8          no      2.113618994  Manufacturing                   
02728 9          no      2.148760997  Manufacturing                   
02729 4          no      0.676384044  Trade                           
02730 5          no      0.540780884  Agricultural                    
02731 6          no      0.195009712  Construction                    
02732 7          no      0.382631365  Trade                           
02733 8          no      1.104257331  Trade                           
02734 9          no      1.066374148  Trade                           
02735 10         no      1.202443362  Trade                           
02736 11         no      1.046190495  Trade                           
02737 3          no      0.774270472  Trade                           
02738 4          no      0.28935013   Trade                           
02739 5          no      0.906488927  Business_and_Repair_Service     
02740 6          yes     0.339115728  Professional_and_Related_Service
02741 7          yes     1.212542755  Professional_and_Related_Service
02742 8          yes     1.50241478   Public_Administration           
02743 9          no      1.27709323   Transportation                  
02744 10         no      -0.191008714 Transportation                  
02745 2          no      1.091324623  Trade                           
02746 3          no      0.920204631  Trade                           
02747 4          no      1.061894706  Trade                           
02748 5          no      1.214584465  Trade                           
02749 6          no      1.357123984  Trade                           
02750 7          no      0.420655117  Trade                           
02751 8          no      1.268395902  Business_and_Repair_Service     
02752 9          no      1.380505344  Transportation                  
02753 4          no      1.761349386  Trade                           
02754 5          no      1.912387457  Trade                           
02755 6          no      1.459234406  Trade                           
02756 7          yes     1.318136662  Trade                           
02757 8          yes     1.306778851  Trade                           
02758 9          yes     1.684736337  Trade                           
02759 10         yes     1.757560832  Trade                           
02760 11         yes     1.534378932  Trade                           
02761 2          no      1.190870356  Manufacturing                   
02762 3          no      1.748939472  Transportation                  
02763 4          yes     1.894471244  Manufacturing                   
02764 5          yes     1.725410089  Transportation                  
02765 6          yes     1.644806056  Transportation                  
02766 7          yes     1.751641723  Transportation                  
02767 8          yes     1.773293188  Transportation                  
02768 9          yes     1.994610317  Transportation                  
02769 7          no      1.328731198  Agricultural                    
02770 8          yes     1.595333306  Manufacturing                   
02771 9          yes     1.762513901  Business_and_Repair_Service     
02772 10         yes     1.85213991   Agricultural                    
02773 11         yes     1.920578548  Manufacturing                   
02774 12         yes     1.966632472  Manufacturing                   
02775 13         yes     1.991016671  Manufacturing                   
02776 14         yes     1.973556908  Manufacturing                   
02777 5          no      1.258757567  Transportation                  
02778 6          no      1.418043059  Manufacturing                   
02779 7          no      1.179677741  Manufacturing                   
02780 8          no      1.720813604  Manufacturing                   
02781 9          no      1.450214407  Manufacturing                   
02782 10         no      1.440539376  Trade                           
02783 11         no      1.420471813  Manufacturing                   
02784 12         no      1.706928245  Manufacturing                   
02785 2          yes     1.630321123  Manufacturing                   
02786 3          yes     1.641973703  Manufacturing                   
02787 4          yes     1.649681371  Public_Administration           
02788 5          yes     1.712831307  Manufacturing                   
02789 6          yes     1.9544801    Manufacturing                   
02790 7          no      1.966632472  Public_Administration           
02791 8          yes     2.16970846   Public_Administration           
02792 9          yes     2.074653025  Manufacturing                   
02793 7          no      1.228709585  Construction                    
02794 8          no      1.542746538  Construction                    
02795 9          no      0.820060952  Construction                    
02796 10         yes     0.652773286  Construction                    
02797 11         yes     0.915291232  Construction                    
02798 12         yes     1.278431715  Construction                    
02799 13         yes     1.259203665  Construction                    
02800 14         yes     1.586433956  Construction                    
02801 2          no      2.19094957   Manufacturing                   
02802 3          no      2.020018121  Manufacturing                   
02803 4          yes     1.864072131  Manufacturing                   
02804 5          yes     1.897260346  Manufacturing                   
02805 6          yes     2.001000115  Manufacturing                   
02806 7          yes     2.094465843  Manufacturing                   
02807 8          yes     2.151359322  Manufacturing                   
02808 9          yes     2.148760997  Manufacturing                   
02809 2          no      1.471381659  Construction                    
02810 3          yes     1.403838671  Transportation                  
02811 4          yes     1.402902098  Transportation                  
02812 5          yes     1.893410841  Manufacturing                   
02813 6          yes     1.999635548  Manufacturing                   
02814 7          yes     2.086433672  Manufacturing                   
02815 8          yes     2.151359322  Manufacturing                   
02816 9          yes     2.112393353  Manufacturing                   
02817 2          no      1.791285831  Transportation                  
02818 3          no      2.005008947  Transportation                  
02819 4          no      2.083545953  Transportation                  
02820 5          no      2.188841953  Transportation                  
02821 6          yes     2.226161831  Finance                         
02822 7          yes     2.293535258  Finance                         
02823 8          yes     2.28157061   Business_and_Repair_Service     
02824 9          yes     2.494853832  Manufacturing                   
02825 4          no      1.401870964  Manufacturing                   
02826 5          no      1.241713132  Manufacturing                   
02827 6          no      1.218898455  Manufacturing                   
02828 7          no      1.437728016  Manufacturing                   
02829 8          no      1.271966176  Manufacturing                   
02830 9          no      0.821500168  Manufacturing                   
02831 10         no      1.292638441  Manufacturing                   
02832 11         yes     1.253672473  Manufacturing                   
02833 2          no      2.361800523  Manufacturing                   
02834 3          no      1.96939813   Manufacturing                   
02835 4          no      2.11794738   Manufacturing                   
02836 5          no      2.088315582  Manufacturing                   
02837 6          no      2.522297039  Manufacturing                   
02838 7          no      1.662939156  Manufacturing                   
02839 8          no      1.91869601   Manufacturing                   
02840 9          no      1.503202779  Manufacturing                   
02841 3          no      1.342639051  Professional_and_Related_Service
02842 4          no      1.347073648  Professional_and_Related_Service
02843 5          no      1.467359814  Professional_and_Related_Service
02844 6          no      1.437728016  Professional_and_Related_Service
02845 7          no      1.47490702   Professional_and_Related_Service
02846 8          no      1.440539376  Professional_and_Related_Service
02853 8          yes     1.549014992  Manufacturing                   
02854 9          yes     1.820028998  Manufacturing                   
02855 10         yes     1.851254729  Manufacturing                   
02856 11         no      1.861078925  Manufacturing                   
02857 7          no      0.924751423  Business_and_Repair_Service     
02858 8          no      0.989044726  Professional_and_Related_Service
02859 9          no      0.774212633  Manufacturing                   
02860 10         no      1.049504715  Business_and_Repair_Service     
02861 11         no      1.529966797  Manufacturing                   
02862 12         yes     1.708803363  Manufacturing                   
02863 13         yes     1.727956513  Manufacturing                   
02864 14         yes     1.701063125  Manufacturing                   
02865 3          no      1.311358939  Manufacturing                   
02866 4          no      1.276543497  Business_and_Repair_Service     
02867 5          no      1.862113266  Business_and_Repair_Service     
02868 6          no      1.757596775  Manufacturing                   
02869 7          no      1.720071566  Personal_Service                
02870 8          no      1.765961776  Business_and_Repair_Service     
02871 9          no      1.927516714  Business_and_Repair_Service     
02872 10         yes     1.952050703  Transportation                  
02873 2          yes     1.860551022  Manufacturing                   
02874 3          yes     2.048896776  Manufacturing                   
02875 4          yes     1.99283489   Personal_Service                
02876 5          yes     1.874445668  Manufacturing                   
02877 6          yes     1.203502545  Manufacturing                   
02878 7          yes     1.619740805  Personal_Service                
02879 8          yes     2.07439828   Business_and_Repair_Service     
02880 9          yes     1.772866346  Business_and_Repair_Service     
02881 3          no      1.192349344  Trade                           
02882 4          no      2.241362445  Trade                           
02883 5          no      2.311621144  Manufacturing                   
02884 6          no      1.816002072  Manufacturing                   
02885 7          no      1.53309321   Manufacturing                   
02886 8          no      1.84689774   Manufacturing                   
02887 9          no      1.977043459  Manufacturing                   
02888 10         yes     1.765871589  Business_and_Repair_Service     
02889 5          no      1.37950657   Professional_and_Related_Service
02890 6          no      1.779336949  Professional_and_Related_Service
02891 7          no      1.223149095  Trade                           
02892 8          no      1.255406459  Trade                           
02893 9          no      1.544433082  Trade                           
02894 10         no      1.301094844  Trade                           
02895 11         yes     1.563572657  Trade                           
02896 12         yes     1.800216179  Trade                           
02897 2          no      2.465829776  Trade                           
02898 3          no      2.541477001  Trade                           
02899 4          yes     3.085833463  Trade                           
02900 5          yes     3.229487486  Trade                           
02901 6          yes     2.620471445  Personal_Service                
02902 7          yes     2.6914291    Entertainment                   
02903 8          yes     2.60637961   Trade                           
02904 9          yes     2.235651812  Trade                           
02905 4          no      1.711406041  Trade                           
02906 5          no      1.937419394  Manufacturing                   
02907 6          no      2.026975602  Manufacturing                   
02908 7          yes     2.248658233  Manufacturing                   
02909 8          yes     2.069253615  Manufacturing                   
02910 9          yes     2.279271874  Manufacturing                   
02911 10         yes     2.151359322  Manufacturing                   
02912 11         yes     2.165307393  Transportation                  
02913 2          no      1.349392574  Professional_and_Related_Service
02914 3          yes     1.683545885  Manufacturing                   
02915 4          yes     1.690503365  Manufacturing                   
02916 5          yes     1.762224062  Manufacturing                   
02917 6          yes     1.772158543  Manufacturing                   
02918 7          yes     1.952072442  Manufacturing                   
02919 8          yes     1.946564909  Manufacturing                   
02920 9          yes     1.706928245  Manufacturing                   
02921 2          no      1.918003196  Construction                    
02922 3          no      1.609437912  Construction                    
02923 4          no      1.621510494  Construction                    
02924 5          no      1.660871568  Public_Administration           
02925 6          no      1.682546384  Public_Administration           
02926 7          no      1.708803363  Construction                    
02927 8          no      1.745894213  Public_Administration           
02928 9          no      1.760995466  Construction                    
02929 2          no      0.556787146  Trade                           
02930 3          no      1.028315919  Trade                           
02931 4          no      1.008406021  Trade                           
02932 5          no      0.946320478  Business_and_Repair_Service     
02933 6          no      1.195068125  Transportation                  
02934 7          no      1.11078609   Business_and_Repair_Service     
02935 8          no      1.224699458  Construction                    
02936 9          no      1.066363375  Trade                           
02937 8          no      1.342639051  Trade                           
02938 9          no      1.389872183  Trade                           
02939 10         yes     1.480263219  Manufacturing                   
02940 11         yes     1.370134725  Manufacturing                   
02941 12         yes     1.118544624  Manufacturing                   
02942 13         yes     1.400486908  Manufacturing                   
02943 14         yes     1.111385832  Manufacturing                   
02944 15         yes     1.90759894   Trade                           
02945 4          no      1.328155585  Manufacturing                   
02946 5          no      1.347073648  Manufacturing                   
02947 6          no      1.380348437  Manufacturing                   
02948 7          no      1.350716639  Manufacturing                   
02949 8          no      1.435686306  Manufacturing                   
02950 9          no      1.58364022   Manufacturing                   
02951 10         no      1.253417728  Manufacturing                   
02952 11         no      1.589145209  Manufacturing                   
02953 5          no      1.376055917  Construction                    
02954 6          no      1.390223639  Construction                    
02955 7          no      1.4393283    Construction                    
02956 8          no      1.604782101  Trade                           
02957 9          no      1.490174492  Trade                           
02958 10         no      1.440539376  Construction                    
02959 11         no      1.22264607   Construction                    
02960 12         no      1.296298979  Business_and_Repair_Service     
02961 1          no      1.351479791  Trade                           
02962 2          no      1.417183214  Professional_and_Related_Service
02963 3          no      1.599518523  Finance                         
02964 4          yes     1.683882902  Finance                         
02965 5          yes     1.681777449  Finance                         
02966 6          yes     1.680153045  Transportation                  
02967 7          yes     1.967356487  Transportation                  
02968 8          yes     1.934488587  Transportation                  
02969 2          no      1.150748043  Personal_Service                
02970 3          no      1.442322193  Construction                    
02971 4          no      0.890752847  Construction                    
02972 5          no      1.150268141  Professional_and_Related_Service
02973 6          no      1.220672881  Professional_and_Related_Service
02974 7          no      0.887538827  Professional_and_Related_Service
02975 8          yes     1.409814518  Public_Administration           
02976 9          yes     1.589145209  Public_Administration           
02977 1          no      1.289394536  Trade                           
02978 2          no      1.408414487  Trade                           
02979 3          no      1.666749279  Transportation                  
02980 4          no      2.172938656  Transportation                  
02981 5          no      1.892080233  Public_Administration           
02982 6          yes     2.46084744   Transportation                  
02983 7          no      2.401301066  Transportation                  
02984 8          no      2.404368479  Public_Administration           
02985 6          yes     1.939205404  Trade                           
02986 7          no      1.3074211    Trade                           
02987 8          no      1.420402831  Trade                           
02988 9          no      0.556096986  Agricultural                    
02989 10         no      1.404191495  Transportation                  
02990 11         no      1.743488921  Manufacturing                   
02991 12         no      1.478365791  Manufacturing                   
02992 13         no      1.462543365  Manufacturing                   
02993 2          no      1.381279213  Business_and_Repair_Service     
02994 3          no      1.660277589  Professional_and_Related_Service
02995 4          no      1.828350562  Professional_and_Related_Service
02996 5          no      1.98011148   Business_and_Repair_Service     
02997 6          no      2.153966779  Construction                    
02998 7          no      2.090975438  Professional_and_Related_Service
02999 8          no      2.125406949  Professional_and_Related_Service
03000 9          no      2.169963205  Manufacturing                   
03001 3          no      1.315561429  Manufacturing                   
03002 4          yes     1.37254319   Manufacturing                   
03003 5          yes     1.482263219  Manufacturing                   
03004 6          yes     1.591878696  Manufacturing                   
03005 7          yes     1.682546384  Public_Administration           
03006 8          yes     1.414323534  Manufacturing                   
03007 9          yes     1.937986425  Manufacturing                   
03008 10         yes     2.035432312  Manufacturing                   
03009 2          no      1.339410775  Manufacturing                   
03010 3          no      1.934860313  Manufacturing                   
03011 4          no      1.210930285  Transportation                  
03012 5          no      0.934898074  Manufacturing                   
03013 6          yes     1.65082058   Construction                    
03014 7          yes     1.799448958  Manufacturing                   
03015 8          yes     1.900044893  Manufacturing                   
03016 9          yes     1.952050703  Manufacturing                   
03017 5          yes     1.407177572  Manufacturing                   
03018 6          yes     1.609437912  Manufacturing                   
03019 7          yes     1.634920181  Manufacturing                   
03020 8          yes     1.725410089  Manufacturing                   
03021 9          yes     1.880372128  Manufacturing                   
03022 10         yes     1.935892063  Manufacturing                   
03023 11         yes     2.151359322  Manufacturing                   
03024 12         yes     1.90759894   Manufacturing                   
03025 1          no      1.178336     Trade                           
